,slope,intercept,r2,mae
all,20.048281386641616,-28.524533386818128,0.12378831613064889,55.90221983414015
outliers_dropped,2.7323913190684084,3.0905614755146065,0.3057000045152949,6.955240921526698
winsorized,13.544965616197464,-16.03894204874453,0.28819993066563665,34.435000791684956
