productId,lowPrice,midPrice,highPrice,market_price,directLowPrice,subTypeName,card_name,pulled_at
610379,0.02,0.23,999.0,0.2,0.1,Reverse Holofoil,Suicune,2026-08-17 05:05:41.093520
610379,0.01,0.15,999.0,0.14,0.01,Normal,Suicune,2026-08-17 05:05:41.093520
610380,0.01,0.35,999.0,0.3,0.41,Holofoil,Glaceon,2026-08-17 05:05:41.093520
610380,0.09,0.4,999.0,0.39,,Reverse Holofoil,Glaceon,2026-08-17 05:05:41.093520
610381,1.4,2.99,9999.0,2.65,,Holofoil,Glaceon ex - 026/131,2026-08-17 05:05:41.093520
610382,0.5,0.91,999.0,0.8,1.19,Holofoil,Wellspring Mask Ogerpon ex - 027/131,2026-08-17 05:05:41.093520
610383,1.49,2.92,999.0,2.65,,Holofoil,Pikachu ex - 028/131,2026-08-17 05:05:41.093520
610384,0.07,0.34,999.0,0.34,0.35,Holofoil,Jolteon,2026-08-17 05:05:41.093520
610384,0.1,0.4,999.0,0.43,0.44,Reverse Holofoil,Jolteon,2026-08-17 05:05:41.093520
610385,2.74,4.45,999.0,4.41,11.99,Holofoil,Jolteon ex - 030/131,2026-08-17 05:05:41.093520
610386,0.3,0.83,999.0,0.61,0.73,Holofoil,Iron Hands ex - 031/131,2026-08-17 05:05:41.093520
610387,0.39,0.85,999.0,0.71,0.83,Holofoil,Iron Thorns ex,2026-08-17 05:05:41.093520
610388,0.15,0.5,999.0,0.49,0.58,Reverse Holofoil,Espeon,2026-08-17 05:05:41.093520
610388,0.09,0.41,999.0,0.37,,Holofoil,Espeon,2026-08-17 05:05:41.093520
610389,2.04,4.31,999.0,3.91,3.99,Holofoil,Espeon ex - 034/131,2026-08-17 05:05:41.093520
610390,0.01,0.2,999.0,0.16,0.1,Normal,Duskull,2026-08-17 05:05:41.093520
610390,0.01,0.27,999.0,0.28,0.25,Reverse Holofoil,Duskull,2026-08-17 05:05:41.093520
610391,0.01,0.26,999.0,0.26,,Reverse Holofoil,Dusclops,2026-08-17 05:05:41.093520
610391,0.01,0.2,999.0,0.15,0.1,Normal,Dusclops,2026-08-17 05:05:41.093520
610392,0.03,0.29,999.0,0.27,,Reverse Holofoil,Dusknoir,2026-08-17 05:05:41.093520
610392,0.03,0.26,999.0,0.24,0.25,Holofoil,Dusknoir,2026-08-17 05:05:41.093520
610393,0.01,0.19,999.0,0.16,0.08,Reverse Holofoil,Spritzee,2026-08-17 05:05:41.093520
610393,0.01,0.15,999.0,0.04,0.01,Normal,Spritzee,2026-08-17 05:05:41.093520
610394,0.03,0.21,999.0,0.2,0.04,Reverse Holofoil,Aromatisse,2026-08-17 05:05:41.093520
610394,0.01,0.15,999.0,0.04,0.01,Normal,Aromatisse,2026-08-17 05:05:41.093520
610395,0.1,0.37,999.0,0.35,0.46,Holofoil,Sylveon,2026-08-17 05:05:41.093520
610395,0.1,0.53,999.0,0.61,0.75,Reverse Holofoil,Sylveon,2026-08-17 05:05:41.093520
610396,1.99,3.2,9999.0,3.62,,Holofoil,Sylveon ex - 041/131,2026-08-17 05:05:41.093520
610397,0.01,0.15,999.0,0.07,0.01,Normal,Scream Tail,2026-08-17 05:05:41.093520
610397,0.01,0.25,999.0,0.25,0.15,Reverse Holofoil,Scream Tail,2026-08-17 05:05:41.093520
610398,0.01,0.18,999.0,0.12,0.01,Holofoil,Flutter Mane,2026-08-17 05:05:41.093520
610398,0.01,0.2,999.0,0.19,0.01,Reverse Holofoil,Flutter Mane,2026-08-17 05:05:41.093520
610399,0.1,0.35,999.0,0.36,,Reverse Holofoil,Munkidori,2026-08-17 05:05:41.093520
610399,0.05,0.29,999.0,0.27,0.26,Holofoil,Munkidori,2026-08-17 05:05:41.093520
610400,0.01,0.18,999.0,0.1,0.01,Holofoil,Fezandipiti,2026-08-17 05:05:41.093520
610400,0.01,0.21,999.0,0.2,0.1,Reverse Holofoil,Fezandipiti,2026-08-17 05:05:41.093520
610401,0.05,0.21,999.0,0.2,0.1,Reverse Holofoil,Iron Boulder,2026-08-17 05:05:41.093520
610401,0.01,0.18,999.0,0.12,0.07,Holofoil,Iron Boulder,2026-08-17 05:05:41.093520
610402,0.01,0.15,999.0,0.09,0.01,Normal,Larvitar,2026-08-17 05:05:41.093520
610402,0.01,0.2,999.0,0.18,0.01,Reverse Holofoil,Larvitar,2026-08-17 05:05:41.093520
610403,0.02,0.2,999.0,0.15,0.02,Reverse Holofoil,Pupitar,2026-08-17 05:05:41.093520
610403,0.01,0.15,999.0,0.07,0.01,Normal,Pupitar,2026-08-17 05:05:41.093520
610404,0.01,0.2,999.0,0.19,0.1,Reverse Holofoil,Groudon,2026-08-17 05:05:41.093520
610404,0.01,0.17,999.0,0.14,0.01,Holofoil,Groudon,2026-08-17 05:05:41.093520
610405,0.01,0.25,999.0,0.27,0.15,Reverse Holofoil,Riolu,2026-08-17 05:05:41.093520
610405,0.01,0.18,999.0,0.17,0.05,Normal,Riolu,2026-08-17 05:05:41.093520
610406,0.39,0.9,999.0,0.69,0.98,Holofoil,Lucario ex,2026-08-17 05:05:41.093520
610407,0.01,0.15,999.0,0.05,0.01,Normal,Hippopotas,2026-08-17 05:05:41.093520
610407,0.01,0.17,999.0,0.07,0.01,Reverse Holofoil,Hippopotas,2026-08-17 05:05:41.093520
610408,0.01,0.2,999.0,0.17,0.04,Reverse Holofoil,Hippowdon,2026-08-17 05:05:41.093520
610408,0.01,0.15,999.0,0.09,0.01,Normal,Hippowdon,2026-08-17 05:05:41.093520
610409,0.01,0.2,999.0,0.16,0.1,Holofoil,Bloodmoon Ursaluna,2026-08-17 05:05:41.093520
610409,0.03,0.23,999.0,0.22,0.15,Reverse Holofoil,Bloodmoon Ursaluna,2026-08-17 05:05:41.093520
610410,0.01,0.2,999.0,0.18,0.1,Reverse Holofoil,Great Tusk,2026-08-17 05:05:41.093520
610410,0.01,0.15,999.0,0.05,0.01,Normal,Great Tusk,2026-08-17 05:05:41.093520
610411,0.25,0.8,999.0,0.5,,Holofoil,Sandy Shocks ex - 056/131,2026-08-17 05:05:41.093520
610412,0.01,0.17,999.0,0.07,0.01,Holofoil,Okidogi,2026-08-17 05:05:41.093520
610412,0.01,0.21,999.0,0.2,0.1,Reverse Holofoil,Okidogi,2026-08-17 05:05:41.093520
610413,0.5,1.0,999.0,1.06,,Holofoil,Cornerstone Mask Ogerpon ex - 058/131,2026-08-17 05:05:41.093520
610414,0.09,0.47,999.0,0.46,1.24,Holofoil,Umbreon,2026-08-17 05:05:41.093520
610414,0.25,0.68,999.0,0.8,0.99,Reverse Holofoil,Umbreon,2026-08-17 05:05:41.093520
610415,6.0,8.3,5000.0,7.79,11.48,Holofoil,Umbreon ex - 060/131,2026-08-17 05:05:41.093520
610416,0.01,0.15,999.0,0.04,0.01,Normal,Sneasel,2026-08-17 05:05:41.093520
610416,0.03,0.2,999.0,0.19,0.05,Reverse Holofoil,Sneasel,2026-08-17 05:05:41.093520
610417,0.01,0.2,999.0,0.19,0.1,Reverse Holofoil,Houndour,2026-08-17 05:05:41.093520
610417,0.01,0.15,999.0,0.14,0.01,Normal,Houndour,2026-08-17 05:05:41.093520
610418,0.01,0.15,999.0,0.09,0.01,Normal,Houndoom,2026-08-17 05:05:41.093520
610418,0.05,0.22,999.0,0.2,0.07,Reverse Holofoil,Houndoom,2026-08-17 05:05:41.093520
610419,0.35,0.81,999.0,0.61,0.99,Holofoil,Tyranitar ex,2026-08-17 05:05:41.093520
610420,0.03,0.22,999.0,0.22,0.14,Reverse Holofoil,Roaring Moon,2026-08-17 05:05:41.093520
610420,0.01,0.2,999.0,0.2,0.1,Holofoil,Roaring Moon,2026-08-17 05:05:41.093520
610421,0.01,0.18,999.0,0.12,0.01,Reverse Holofoil,Bronzor,2026-08-17 05:05:41.093520
610421,0.01,0.15,999.0,0.05,0.01,Normal,Bronzor,2026-08-17 05:05:41.093520
610422,0.01,0.15,999.0,0.05,0.01,Normal,Bronzong,2026-08-17 05:05:41.093520
610422,0.03,0.2,999.0,0.19,0.1,Reverse Holofoil,Bronzong,2026-08-17 05:05:41.093520
610423,0.02,0.2,999.0,0.15,0.1,Reverse Holofoil,Heatran,2026-08-17 05:05:41.093520
610423,0.01,0.15,999.0,0.06,0.01,Normal,Heatran,2026-08-17 05:05:41.093520
610424,0.02,0.2,999.0,0.19,0.1,Reverse Holofoil,Duraludon,2026-08-17 05:05:41.093520
610424,0.01,0.15,999.0,0.05,0.01,Normal,Duraludon,2026-08-17 05:05:41.093520
610425,0.01,0.15,999.0,0.09,0.01,Holofoil,Archaludon,2026-08-17 05:05:41.093520
610425,0.01,0.2,999.0,0.11,0.1,Reverse Holofoil,Archaludon,2026-08-17 05:05:41.093520
610426,0.01,0.25,999.0,0.26,0.2,Reverse Holofoil,Dreepy,2026-08-17 05:05:41.093520
610426,0.01,0.2,999.0,0.15,0.1,Normal,Dreepy,2026-08-17 05:05:41.093520
610427,0.01,0.25,999.0,0.2,,Reverse Holofoil,Drakloak,2026-08-17 05:05:41.093520
610427,0.01,0.2,999.0,0.19,0.1,Normal,Drakloak,2026-08-17 05:05:41.093520
610428,0.4,1.4,9999.0,1.35,,Holofoil,Dragapult ex - 073/131,2026-08-17 05:05:41.093520
610429,0.01,0.35,999.0,0.34,0.4,Reverse Holofoil,Eevee,2026-08-17 05:05:41.093520
610429,0.01,0.23,999.0,0.25,0.1,Normal,Eevee,2026-08-17 05:05:41.093520
610430,3.6,6.17,999.0,5.43,7.25,Holofoil,Eevee ex - 075/131,2026-08-17 05:05:41.093520
610431,0.9,1.63,999.0,1.76,,Holofoil,Snorlax ex,2026-08-17 05:05:41.093520
610432,0.01,0.2,999.0,0.17,0.01,Reverse Holofoil,Hoothoot,2026-08-17 05:05:41.093520
610432,0.01,0.15,999.0,0.07,0.01,Normal,Hoothoot,2026-08-17 05:05:41.093520
610433,0.04,0.25,999.0,0.25,0.18,Reverse Holofoil,Noctowl,2026-08-17 05:05:41.093520
610433,0.01,0.2,999.0,0.14,0.15,Holofoil,Noctowl,2026-08-17 05:05:41.093520
610434,0.01,0.2,999.0,0.2,0.16,Normal,Dunsparce,2026-08-17 05:05:41.093520
610434,0.02,0.25,999.0,0.22,0.19,Reverse Holofoil,Dunsparce,2026-08-17 05:05:41.093520
610435,0.24,0.6,999.0,0.57,,Reverse Holofoil,Dudunsparce,2026-08-17 05:05:41.093520
610435,0.17,0.51,999.0,0.49,,Holofoil,Dudunsparce,2026-08-17 05:05:41.093520
610436,0.05,0.2,999.0,0.17,0.1,Reverse Holofoil,Miltank,2026-08-17 05:05:41.093520
610436,0.01,0.15,999.0,0.09,0.01,Normal,Miltank,2026-08-17 05:05:41.093520
610437,0.8,1.58,999.0,1.57,,Holofoil,Lugia ex,2026-08-17 05:05:41.093520
610438,0.01,0.15,999.0,0.11,0.01,Normal,Buneary,2026-08-17 05:05:41.093520
610438,0.01,0.2,999.0,0.17,0.01,Reverse Holofoil,Buneary,2026-08-17 05:05:41.093520
610439,0.01,0.22,999.0,0.21,0.15,Reverse Holofoil,Lopunny,2026-08-17 05:05:41.093520
610439,0.01,0.15,999.0,0.05,0.01,Normal,Lopunny,2026-08-17 05:05:41.093520
610440,0.01,0.2,999.0,0.13,0.01,Normal,Fan Rotom,2026-08-17 05:05:41.093520
610440,0.03,0.25,999.0,0.22,0.2,Reverse Holofoil,Fan Rotom,2026-08-17 05:05:41.093520
610441,0.01,0.25,999.0,0.23,0.15,Reverse Holofoil,Regigigas,2026-08-17 05:05:41.093520
610441,0.01,0.16,999.0,0.12,0.01,Normal,Regigigas,2026-08-17 05:05:41.093520
610442,0.02,0.22,999.0,0.22,0.1,Reverse Holofoil,Shaymin,2026-08-17 05:05:41.093520
610442,0.01,0.15,999.0,0.03,0.01,Normal,Shaymin,2026-08-17 05:05:41.093520
610443,0.03,0.2,999.0,0.1,0.1,Reverse Holofoil,Furfrou,2026-08-17 05:05:41.093520
610443,0.01,0.15,999.0,0.03,0.01,Normal,Furfrou,2026-08-17 05:05:41.093520
610444,0.01,0.2,999.0,0.19,0.01,Reverse Holofoil,Hawlucha,2026-08-17 05:05:41.093520
610444,0.01,0.15,999.0,0.07,0.01,Normal,Hawlucha,2026-08-17 05:05:41.093520
610445,0.01,0.15,999.0,0.05,0.01,Normal,Noibat,2026-08-17 05:05:41.093520
610445,0.01,0.2,999.0,0.19,0.1,Reverse Holofoil,Noibat,2026-08-17 05:05:41.093520
610446,0.25,0.85,999.0,0.75,0.98,Holofoil,Noivern ex,2026-08-17 05:05:41.093520
610447,0.43,0.89,999.0,0.79,0.75,Holofoil,Terapagos ex - 092/131,2026-08-17 05:05:41.093520
610448,0.01,0.15,999.0,0.03,0.01,Normal,Amarys - 093/131,2026-08-17 05:05:41.093520
610448,0.01,0.2,999.0,0.14,0.01,Reverse Holofoil,Amarys - 093/131,2026-08-17 05:05:41.093520
610449,0.01,0.2,999.0,0.18,0.1,Normal,Area Zero Underdepths,2026-08-17 05:05:41.093520
610449,0.02,0.27,999.0,0.3,0.25,Reverse Holofoil,Area Zero Underdepths,2026-08-17 05:05:41.093520
610450,0.04,0.24,999.0,0.22,0.2,Reverse Holofoil,Binding Mochi,2026-08-17 05:05:41.093520
610450,0.01,0.2,999.0,0.24,0.14,Normal,Binding Mochi,2026-08-17 05:05:41.093520
610451,0.02,0.2,999.0,0.16,0.02,Reverse Holofoil,Black Belt's Training - 096/131,2026-08-17 05:05:41.093520
610451,0.01,0.15,999.0,0.12,0.01,Normal,Black Belt's Training - 096/131,2026-08-17 05:05:41.093520
610452,0.01,0.15,999.0,0.09,0.01,Normal,Black Belt's Training - 097/131,2026-08-17 05:05:41.093520
610452,0.01,0.2,999.0,0.11,0.1,Reverse Holofoil,Black Belt's Training - 097/131,2026-08-17 05:05:41.093520
610453,0.01,0.2,999.0,0.17,0.01,Reverse Holofoil,Black Belt's Training - 098/131,2026-08-17 05:05:41.093520
610453,0.01,0.15,999.0,0.05,0.01,Normal,Black Belt's Training - 098/131,2026-08-17 05:05:41.093520
610454,0.01,0.15,999.0,0.05,0.01,Normal,Black Belt's Training - 099/131,2026-08-17 05:05:41.093520
610454,0.01,0.2,999.0,0.17,0.01,Reverse Holofoil,Black Belt's Training - 099/131,2026-08-17 05:05:41.093520
610455,0.02,0.2,999.0,0.16,0.1,Reverse Holofoil,Briar,2026-08-17 05:05:41.093520
610455,0.01,0.18,999.0,0.18,0.01,Normal,Briar,2026-08-17 05:05:41.093520
610456,0.01,0.25,999.0,0.28,0.19,Normal,Buddy-Buddy Poffin,2026-08-17 05:05:41.093520
610456,0.01,0.29,999.0,0.29,,Reverse Holofoil,Buddy-Buddy Poffin,2026-08-17 05:05:41.093520
610457,0.01,0.22,999.0,0.22,0.19,Normal,Bug Catching Set,2026-08-17 05:05:41.093520
610457,0.05,0.25,999.0,0.22,,Reverse Holofoil,Bug Catching Set,2026-08-17 05:05:41.093520
610458,0.03,0.23,999.0,0.21,0.2,Reverse Holofoil,Carmine,2026-08-17 05:05:41.093520
610458,0.01,0.21,999.0,0.25,0.13,Normal,Carmine,2026-08-17 05:05:41.093520
610459,0.01,0.26,999.0,0.26,0.25,Reverse Holofoil,Ciphermaniac's Codebreaking,2026-08-17 05:05:41.093520
610459,0.01,0.19,999.0,0.17,0.1,Normal,Ciphermaniac's Codebreaking,2026-08-17 05:05:41.093520
610460,0.03,0.3,999.0,0.31,0.3,Reverse Holofoil,Crispin - 105/131,2026-08-17 05:05:41.093520
610460,0.01,0.24,999.0,0.2,,Normal,Crispin - 105/131,2026-08-17 05:05:41.093520
610461,0.01,0.25,999.0,0.24,0.1,Reverse Holofoil,Earthen Vessel,2026-08-17 05:05:41.093520
610461,0.01,0.2,999.0,0.2,0.1,Normal,Earthen Vessel,2026-08-17 05:05:41.093520
610462,0.01,0.23,999.0,0.23,0.15,Reverse Holofoil,Explorer's Guidance,2026-08-17 05:05:41.093520
610462,0.01,0.15,999.0,0.13,0.05,Normal,Explorer's Guidance,2026-08-17 05:05:41.093520
610463,0.01,0.18,999.0,0.16,0.1,Normal,Festival Grounds,2026-08-17 05:05:41.093520
610463,0.03,0.23,999.0,0.21,0.15,Reverse Holofoil,Festival Grounds,2026-08-17 05:05:41.093520
610464,0.01,0.15,999.0,0.11,0.01,Normal,Friends in Paldea - 109/131,2026-08-17 05:05:41.093520
610464,0.02,0.2,999.0,0.18,0.1,Reverse Holofoil,Friends in Paldea - 109/131,2026-08-17 05:05:41.093520
610465,0.01,0.15,999.0,0.11,0.01,Normal,Glass Trumpet,2026-08-17 05:05:41.093520
610465,0.01,0.21,999.0,0.17,0.1,Reverse Holofoil,Glass Trumpet,2026-08-17 05:05:41.093520
610466,0.01,0.15,999.0,0.06,0.01,Normal,Haban Berry,2026-08-17 05:05:41.093520
610466,0.01,0.2,999.0,0.17,0.01,Reverse Holofoil,Haban Berry,2026-08-17 05:05:41.093520
610467,0.01,0.23,999.0,0.21,0.17,Reverse Holofoil,Janine's Secret Art - 112/131,2026-08-17 05:05:41.093520
610467,0.01,0.2,999.0,0.14,0.05,Normal,Janine's Secret Art - 112/131,2026-08-17 05:05:41.093520
610468,0.01,0.18,999.0,0.15,0.08,Normal,Kieran - 113/131,2026-08-17 05:05:41.093520
610468,0.05,0.23,999.0,0.22,0.1,Reverse Holofoil,Kieran - 113/131,2026-08-17 05:05:41.093520
610469,0.01,0.19,999.0,0.16,0.01,Reverse Holofoil,Lacey - 114/131,2026-08-17 05:05:41.093520
610469,0.01,0.15,999.0,0.05,0.01,Normal,Lacey - 114/131,2026-08-17 05:05:41.093520
610470,0.03,0.23,999.0,0.21,0.2,Reverse Holofoil,Larry's Skill - 115/131,2026-08-17 05:05:41.093520
610470,0.01,0.17,999.0,0.09,0.01,Normal,Larry's Skill - 115/131,2026-08-17 05:05:41.093520
610471,0.24,0.8,999.0,0.67,0.73,Holofoil,Max Rod,2026-08-17 05:05:41.093520
610472,0.25,0.67,999.0,0.61,0.74,Holofoil,Maximum Belt,2026-08-17 05:05:41.093520
610473,0.02,0.2,999.0,0.18,0.1,Reverse Holofoil,Ogre's Mask,2026-08-17 05:05:41.093520
610473,0.01,0.15,999.0,0.06,0.01,Normal,Ogre's Mask,2026-08-17 05:05:41.093520
610474,0.23,0.66,999.0,0.55,,Holofoil,Prime Catcher,2026-08-17 05:05:41.093520
610475,0.01,0.2,999.0,0.2,0.13,Reverse Holofoil,Professor Sada's Vitality,2026-08-17 05:05:41.093520
610475,0.01,0.15,999.0,0.09,0.01,Normal,Professor Sada's Vitality,2026-08-17 05:05:41.093520
610476,0.01,0.22,999.0,0.21,0.1,Reverse Holofoil,Professor Turo's Scenario,2026-08-17 05:05:41.093520
610476,0.01,0.15,999.0,0.14,0.01,Normal,Professor Turo's Scenario,2026-08-17 05:05:41.093520
610477,0.01,0.2,999.0,0.18,0.1,Reverse Holofoil,Professor's Research [Professor Oak],2026-08-17 05:05:41.093520
610477,0.01,0.16,999.0,0.13,0.01,Normal,Professor's Research [Professor Oak],2026-08-17 05:05:41.093520
610478,0.01,0.15,999.0,0.07,0.01,Normal,Professor's Research [Professor Elm],2026-08-17 05:05:41.093520
610478,0.02,0.2,999.0,0.16,0.1,Reverse Holofoil,Professor's Research [Professor Elm],2026-08-17 05:05:41.093520
610479,0.01,0.22,999.0,0.2,0.15,Reverse Holofoil,Professor's Research [Professor Rowan],2026-08-17 05:05:41.093520
610479,0.01,0.15,999.0,0.13,0.01,Normal,Professor's Research [Professor Rowan],2026-08-17 05:05:41.093520
610480,0.01,0.15,999.0,0.08,0.01,Normal,Professor's Research [Professor Sycamore],2026-08-17 05:05:41.093520
610480,0.01,0.2,999.0,0.14,0.1,Reverse Holofoil,Professor's Research [Professor Sycamore],2026-08-17 05:05:41.093520
610481,0.01,0.15,999.0,0.07,0.01,Normal,Rescue Board,2026-08-17 05:05:41.093520
610481,0.01,0.2,999.0,0.15,0.1,Reverse Holofoil,Rescue Board,2026-08-17 05:05:41.093520
610482,0.01,0.24,999.0,0.21,0.21,Reverse Holofoil,Roto-Stick,2026-08-17 05:05:41.093520
610482,0.01,0.21,999.0,0.2,,Normal,Roto-Stick,2026-08-17 05:05:41.093520
610483,0.03,0.47,999.0,0.45,0.4,Holofoil,Scoop Up Cyclone,2026-08-17 05:05:41.093520
610484,0.1,0.45,999.0,0.34,0.44,Holofoil,Sparkling Crystal,2026-08-17 05:05:41.093520
610485,0.01,0.2,999.0,0.15,0.1,Reverse Holofoil,Techno Radar,2026-08-17 05:05:41.093520
610485,0.01,0.15,999.0,0.04,0.01,Normal,Techno Radar,2026-08-17 05:05:41.093520
610486,0.04,0.41,999.0,0.37,0.37,Holofoil,Treasure Tracker,2026-08-17 05:05:41.093520
610487,0.25,0.81,999.0,0.67,0.67,Holofoil,Amarys - 132/131,2026-08-17 05:05:41.093520
610488,0.29,0.84,999.0,0.6,0.81,Holofoil,Atticus - 133/131,2026-08-17 05:05:41.093520
610489,0.1,0.75,999.0,0.57,,Holofoil,Atticus - 134/131,2026-08-17 05:05:41.093520
610490,0.25,0.75,999.0,0.58,0.85,Holofoil,Brassius,2026-08-17 05:05:41.093520
610491,0.25,1.15,9999.0,0.94,1.25,Holofoil,Eri,2026-08-17 05:05:41.093520
610492,0.5,1.13,999.0,1.09,1.24,Holofoil,Friends in Paldea - 137/131,2026-08-17 05:05:41.093520
610493,0.25,0.75,999.0,0.49,,Holofoil,Giacomo,2026-08-17 05:05:41.093520
610494,0.25,0.99,999.0,0.78,,Holofoil,Larry's Skill - 139/131,2026-08-17 05:05:41.093520
610495,0.42,0.99,999.0,0.67,0.81,Holofoil,Mela,2026-08-17 05:05:41.093520
610496,0.19,0.75,999.0,0.58,0.65,Holofoil,Ortega,2026-08-17 05:05:41.093520
610497,0.4,0.93,999.0,0.75,0.68,Holofoil,Raifort,2026-08-17 05:05:41.093520
610498,0.15,0.69,999.0,0.57,,Holofoil,Tyme,2026-08-17 05:05:41.093520
610499,269.0,342.13,2294.01,335.13,412.89,Holofoil,Leafeon ex - 144/131,2026-08-17 05:05:41.093520
610500,18.0,23.24,9999.0,20.95,,Holofoil,Teal Mask Ogerpon ex - 145/131,2026-08-17 05:05:41.093520
610501,171.04,240.1,1595.1,225.26,,Holofoil,Flareon ex - 146/131,2026-08-17 05:05:41.093520
610502,100.0,118.18,1021.0,102.74,,Holofoil,Ceruledge ex,2026-08-17 05:05:41.093520
610503,16.0,20.32,999.0,18.49,,Holofoil,Hearthflame Mask Ogerpon ex - 148/131,2026-08-17 05:05:41.093520
610504,240.0,315.0,2000.0,300.41,,Holofoil,Vaporeon ex - 149/131,2026-08-17 05:05:41.093520
610505,238.78,298.68,1965.3,278.15,299.95,Holofoil,Glaceon ex - 150/131,2026-08-17 05:05:41.093520
610506,40.0,47.98,9999.0,42.67,,Holofoil,Palafin ex,2026-08-17 05:05:41.093520
610507,14.5,18.73,999.0,17.12,17.89,Holofoil,Wellspring Mask Ogerpon ex - 152/131,2026-08-17 05:05:41.093520
610508,179.96,210.0,1463.1,201.21,,Holofoil,Jolteon ex - 153/131,2026-08-17 05:05:41.093520
610509,28.0,36.0,999.0,31.8,,Holofoil,Iron Hands ex - 154/131,2026-08-17 05:05:41.093520
610510,263.25,332.79,1499.99,318.86,,Holofoil,Espeon ex - 155/131,2026-08-17 05:05:41.093520
610511,400.0,563.8,3495.78,509.52,563.8,Holofoil,Sylveon ex - 156/131,2026-08-17 05:05:41.093520
610512,45.0,53.22,999.0,47.24,,Holofoil,Iron Valiant ex,2026-08-17 05:05:41.093520
610513,33.0,39.0,999.0,36.34,39.22,Holofoil,Iron Crown ex,2026-08-17 05:05:41.093520
610514,24.0,28.05,999.0,25.98,,Holofoil,Sandy Shocks ex - 159/131,2026-08-17 05:05:41.093520
610515,12.46,16.1,999.0,13.06,,Holofoil,Cornerstone Mask Ogerpon ex - 160/131,2026-08-17 05:05:41.093520
610516,1224.85,1650.0,3996.62,1499.48,1909.0,Holofoil,Umbreon ex - 161/131,2026-08-17 05:05:41.093520
610517,150.91,184.01,1543.86,171.54,,Holofoil,Roaring Moon ex,2026-08-17 05:05:41.093520
610518,27.99,32.1,999.0,30.29,,Holofoil,Pecharunt ex,2026-08-17 05:05:41.093520
610519,46.44,55.07,999.0,50.84,54.0,Holofoil,Gholdengo ex,2026-08-17 05:05:41.093520
610520,100.0,119.38,1609.9,109.63,,Holofoil,Dragapult ex - 165/131,2026-08-17 05:05:41.093520
610521,65.87,74.99,999.0,68.99,74.35,Holofoil,Raging Bolt ex,2026-08-17 05:05:41.093520
610522,164.99,205.08,3009.8,186.44,201.96,Holofoil,Eevee ex - 167/131,2026-08-17 05:05:41.093520
610523,61.75,70.0,999.0,64.03,,Holofoil,Bloodmoon Ursaluna ex,2026-08-17 05:05:41.093520
610524,27.97,38.15,999.0,32.68,,Holofoil,Terapagos ex - 169/131,2026-08-17 05:05:41.093520
610525,11.49,15.44,999.0,13.18,,Holofoil,Amarys - 170/131,2026-08-17 05:05:41.093520
610526,26.08,37.44,999.0,32.23,34.45,Holofoil,Crispin - 171/131,2026-08-17 05:05:41.093520
610527,12.3,17.54,999.0,14.93,16.82,Holofoil,Drayton,2026-08-17 05:05:41.093520
610528,22.25,28.62,9999.0,26.13,,Holofoil,Janine's Secret Art - 173/131,2026-08-17 05:05:41.093520
610529,16.64,21.19,999.0,18.71,,Holofoil,Kieran - 174/131,2026-08-17 05:05:41.093520
610530,24.0,29.0,999.0,26.08,,Holofoil,Lacey - 175/131,2026-08-17 05:05:41.093520
610531,4.49,6.3,999.0,7.14,34.34,Holofoil,Iron Leaves ex,2026-08-17 05:05:41.093520
610532,7.0,9.98,999.0,8.93,24.95,Holofoil,Teal Mask Ogerpon ex - 177/131,2026-08-17 05:05:41.093520
610533,4.95,7.0,999.0,5.92,7.75,Holofoil,Walking Wake ex,2026-08-17 05:05:41.093520
610534,55.0,70.76,999.0,60.89,,Holofoil,Pikachu ex - 179/131,2026-08-17 05:05:41.093520
610535,8.0,11.25,999.0,9.85,13.18,Holofoil,Terapagos ex - 180/131,2026-08-17 05:05:41.093520
610536,0.09,0.36,999.0,0.31,0.48,Holofoil,Exeggcute (Poke Ball Pattern),2026-08-17 05:05:41.093520
610537,0.01,0.4,999.0,0.4,0.48,Holofoil,Exeggutor (Poke Ball Pattern),2026-08-17 05:05:41.093520
610538,0.15,0.36,999.0,0.35,0.4,Holofoil,Pinsir (Poke Ball Pattern),2026-08-17 05:05:41.093520
610539,0.2,0.79,9999.0,0.79,2.75,Holofoil,Budew (Poke Ball Pattern),2026-08-17 05:05:41.093520
610540,0.9,2.22,9999.0,1.91,4.24,Holofoil,Leafeon (Poke Ball Pattern),2026-08-17 05:05:41.093520
610541,0.01,0.35,999.0,0.34,0.33,Holofoil,Cottonee (Poke Ball Pattern),2026-08-17 05:05:41.093520
610542,0.05,0.39,999.0,0.37,0.4,Holofoil,Whimsicott (Poke Ball Pattern),2026-08-17 05:05:41.093520
610543,0.14,0.45,999.0,0.42,0.48,Holofoil,Applin (Poke Ball Pattern),2026-08-17 05:05:41.093520
610544,0.15,0.5,999.0,0.53,0.4,Holofoil,Dipplin (Poke Ball Pattern),2026-08-17 05:05:41.093520
610545,0.99,1.64,999.0,1.44,1.63,Holofoil,Flareon (Poke Ball Pattern),2026-08-17 05:05:41.093520
610546,0.1,0.36,999.0,0.31,0.37,Holofoil,Litleo (Poke Ball Pattern),2026-08-17 05:05:41.093520
610547,0.1,0.4,999.0,0.44,0.29,Holofoil,Pyroar (Poke Ball Pattern),2026-08-17 05:05:41.093520
610548,0.14,0.65,999.0,0.62,0.4,Holofoil,Slowpoke (Poke Ball Pattern),2026-08-17 05:05:41.093520
