card_name,rarity,market_price,date
Umbreon (Poke Ball Pattern) | Holofoil,Rare,2.95,2025-10-04
Umbreon ex - 060/131 | Holofoil,Double Rare,4.55,2025-10-04
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,1127.37,2025-10-04
Vaporeon (Master Ball Pattern) | Holofoil,Rare,20.32,2025-10-04
Vaporeon ex - 023/131 | Holofoil,Double Rare,2.04,2025-10-04
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,197.22,2025-10-04
Walking Wake ex | Holofoil,Hyper Rare,6.11,2025-10-04
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,19.53,2025-10-04
Whimsicott (Master Ball Pattern) | Holofoil,Rare,9.76,2025-10-04
Amarys - 170/131 | Holofoil,Special Illustration Rare,21.55,2025-10-05
Applin (Master Ball Pattern) | Holofoil,Common,3.27,2025-10-05
Archaludon (Master Ball Pattern) | Holofoil,Rare,4.8,2025-10-05
Aromatisse (Master Ball Pattern) | Holofoil,Common,6.82,2025-10-05
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,8.0,2025-10-05
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,77.9,2025-10-05
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,4.99,2025-10-05
Budew (Master Ball Pattern) | Holofoil,Common,5.89,2025-10-05
Ceruledge ex | Holofoil,Special Illustration Rare,107.23,2025-10-05
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,17.28,2025-10-05
Crispin - 171/131 | Holofoil,Special Illustration Rare,33.74,2025-10-05
Dipplin (Master Ball Pattern) | Holofoil,Uncommon,2.11,2025-10-05
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,90.38,2025-10-05
Drakloak (Master Ball Pattern) | Holofoil,Common,5.01,2025-10-05
Drayton | Holofoil,Special Illustration Rare,21.77,2025-10-05
Dreepy (Master Ball Pattern) | Holofoil,Common,4.52,2025-10-05
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.36,2025-10-05
Duraludon (Master Ball Pattern) | Holofoil,Common,2.24,2025-10-05
Dusclops (Master Ball Pattern) | Holofoil,Common,2.39,2025-10-05
Dusknoir (Master Ball Pattern) | Holofoil,Rare,9.25,2025-10-05
Duskull (Master Ball Pattern) | Holofoil,Common,2.66,2025-10-05
Eevee (Master Ball Pattern) | Holofoil,Common,10.13,2025-10-05
Eevee ex - 075/131 | Holofoil,Double Rare,4.52,2025-10-05
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,118.97,2025-10-05
Espeon (Master Ball Pattern) | Holofoil,Rare,22.63,2025-10-05
Espeon ex - 034/131 | Holofoil,Double Rare,2.22,2025-10-05
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,235.6,2025-10-05
Exeggcute (Master Ball Pattern) | Holofoil,Common,2.53,2025-10-05
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,11.21,2025-10-05
Fan Rotom (Master Ball Pattern) | Holofoil,Common,3.35,2025-10-05
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,8.02,2025-10-05
Flareon (Master Ball Pattern) | Holofoil,Rare,23.67,2025-10-05
Flareon ex - 014/131 | Holofoil,Double Rare,5.57,2025-10-05
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,171.91,2025-10-05
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,10.02,2025-10-05
Furfrou (Master Ball Pattern) | Holofoil,Common,6.03,2025-10-05
Gholdengo ex | Holofoil,Special Illustration Rare,69.68,2025-10-05
Glaceon (Master Ball Pattern) | Holofoil,Rare,21.9,2025-10-05
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,186.85,2025-10-05
Goldeen (Master Ball Pattern) | Holofoil,Common,2.18,2025-10-05
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,5.66,2025-10-05
Groudon (Master Ball Pattern) | Holofoil,Rare,9.08,2025-10-05
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,21.71,2025-10-05
Hippowdon (Master Ball Pattern) | Holofoil,Common,5.55,2025-10-05
Hoothoot (Master Ball Pattern) | Holofoil,Common,2.27,2025-10-05
Houndoom (Master Ball Pattern) | Holofoil,Common,9.33,2025-10-05
Houndour (Master Ball Pattern) | Holofoil,Common,2.08,2025-10-05
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,5.73,2025-10-05
Iron Crown ex | Holofoil,Special Illustration Rare,36.89,2025-10-05
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,44.02,2025-10-05
Iron Leaves ex | Holofoil,Hyper Rare,5.79,2025-10-05
Iron Valiant ex | Holofoil,Special Illustration Rare,48.95,2025-10-05
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,33.66,2025-10-05
Jolteon (Master Ball Pattern) | Holofoil,Rare,23.12,2025-10-05
Jolteon ex - 030/131 | Holofoil,Double Rare,2.87,2025-10-05
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,166.48,2025-10-05
Kieran - 174/131 | Holofoil,Special Illustration Rare,27.56,2025-10-05
Lacey - 175/131 | Holofoil,Special Illustration Rare,32.96,2025-10-05
Larvitar (Master Ball Pattern) | Holofoil,Common,2.68,2025-10-05
Leafeon (Master Ball Pattern) | Holofoil,Rare,25.35,2025-10-05
Leafeon ex - 006/131 | Holofoil,Double Rare,3.53,2025-10-05
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,281.22,2025-10-05
Lopunny (Master Ball Pattern) | Holofoil,Common,7.55,2025-10-05
Munkidori (Master Ball Pattern) | Holofoil,Rare,12.42,2025-10-05
Noctowl (Master Ball Pattern) | Holofoil,Rare,8.63,2025-10-05
Okidogi (Master Ball Pattern) | Holofoil,Rare,6.16,2025-10-05
Palafin ex | Holofoil,Special Illustration Rare,59.18,2025-10-05
Pecharunt ex | Holofoil,Special Illustration Rare,30.57,2025-10-05
Pikachu ex - 179/131 | Holofoil,Hyper Rare,54.39,2025-10-05
Pinsir (Master Ball Pattern) | Holofoil,Common,2.1,2025-10-05
Pupitar (Master Ball Pattern) | Holofoil,Common,7.26,2025-10-05
Raging Bolt ex | Holofoil,Special Illustration Rare,76.64,2025-10-05
Regigigas (Master Ball Pattern) | Holofoil,Uncommon,2.35,2025-10-05
Riolu (Master Ball Pattern) | Holofoil,Common,11.89,2025-10-05
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,9.92,2025-10-05
Roaring Moon ex | Holofoil,Special Illustration Rare,299.62,2025-10-05
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,29.19,2025-10-05
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,7.55,2025-10-05
Seaking (Master Ball Pattern) | Holofoil,Uncommon,2.12,2025-10-05
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,7.09,2025-10-05
Slowpoke (Master Ball Pattern) | Holofoil,Common,3.88,2025-10-05
Suicune (Master Ball Pattern) | Holofoil,Uncommon,14.38,2025-10-05
Sylveon (Master Ball Pattern) | Holofoil,Rare,31.56,2025-10-05
Sylveon ex - 041/131 | Holofoil,Double Rare,2.54,2025-10-05
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,385.78,2025-10-05
Teal Mask Ogerpon ex - 012/131 | Holofoil,Double Rare,2.07,2025-10-05
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,23.73,2025-10-05
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,8.53,2025-10-05
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,37.35,2025-10-05
Terapagos ex - 180/131 | Holofoil,Hyper Rare,9.9,2025-10-05
Umbreon (Master Ball Pattern) | Holofoil,Rare,84.89,2025-10-05
Umbreon (Poke Ball Pattern) | Holofoil,Rare,3.05,2025-10-05
Umbreon ex - 060/131 | Holofoil,Double Rare,4.92,2025-10-05
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,1127.37,2025-10-05
Vaporeon (Master Ball Pattern) | Holofoil,Rare,20.12,2025-10-05
Vaporeon ex - 023/131 | Holofoil,Double Rare,2.09,2025-10-05
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,197.53,2025-10-05
Walking Wake ex | Holofoil,Hyper Rare,6.47,2025-10-05
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,19.3,2025-10-05
Whimsicott (Master Ball Pattern) | Holofoil,Rare,9.83,2025-10-05
Amarys - 170/131 | Holofoil,Special Illustration Rare,21.46,2025-10-06
Applin (Master Ball Pattern) | Holofoil,Common,3.12,2025-10-06
Archaludon (Master Ball Pattern) | Holofoil,Rare,4.96,2025-10-06
Aromatisse (Master Ball Pattern) | Holofoil,Common,6.83,2025-10-06
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,8.01,2025-10-06
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,78.06,2025-10-06
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,5.01,2025-10-06
Budew (Master Ball Pattern) | Holofoil,Common,5.94,2025-10-06
Ceruledge ex | Holofoil,Special Illustration Rare,108.39,2025-10-06
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,17.37,2025-10-06
Crispin - 171/131 | Holofoil,Special Illustration Rare,33.74,2025-10-06
Dipplin (Master Ball Pattern) | Holofoil,Uncommon,2.1,2025-10-06
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,90.37,2025-10-06
Drakloak (Master Ball Pattern) | Holofoil,Common,4.79,2025-10-06
Drayton | Holofoil,Special Illustration Rare,21.8,2025-10-06
Dreepy (Master Ball Pattern) | Holofoil,Common,4.53,2025-10-06
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.24,2025-10-06
Duraludon (Master Ball Pattern) | Holofoil,Common,2.16,2025-10-06
Dusclops (Master Ball Pattern) | Holofoil,Common,2.36,2025-10-06
Dusknoir (Master Ball Pattern) | Holofoil,Rare,9.18,2025-10-06
Duskull (Master Ball Pattern) | Holofoil,Common,2.64,2025-10-06
Eevee (Master Ball Pattern) | Holofoil,Common,10.1,2025-10-06
Eevee ex - 075/131 | Holofoil,Double Rare,4.5,2025-10-06
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,118.83,2025-10-06
Espeon (Master Ball Pattern) | Holofoil,Rare,22.56,2025-10-06
Espeon ex - 034/131 | Holofoil,Double Rare,2.06,2025-10-06
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,235.78,2025-10-06
Exeggcute (Master Ball Pattern) | Holofoil,Common,2.49,2025-10-06
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,11.2,2025-10-06
Fan Rotom (Master Ball Pattern) | Holofoil,Common,3.2,2025-10-06
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,8.02,2025-10-06
Flareon (Master Ball Pattern) | Holofoil,Rare,23.65,2025-10-06
Flareon ex - 014/131 | Holofoil,Double Rare,5.05,2025-10-06
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,172.17,2025-10-06
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,10.04,2025-10-06
Furfrou (Master Ball Pattern) | Holofoil,Common,6.09,2025-10-06
Gholdengo ex | Holofoil,Special Illustration Rare,69.58,2025-10-06
Glaceon (Master Ball Pattern) | Holofoil,Rare,21.47,2025-10-06
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,188.16,2025-10-06
Goldeen (Master Ball Pattern) | Holofoil,Common,2.17,2025-10-06
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,5.51,2025-10-06
Groudon (Master Ball Pattern) | Holofoil,Rare,9.06,2025-10-06
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,21.48,2025-10-06
Hippowdon (Master Ball Pattern) | Holofoil,Common,5.57,2025-10-06
Hoothoot (Master Ball Pattern) | Holofoil,Common,2.29,2025-10-06
Houndoom (Master Ball Pattern) | Holofoil,Common,9.39,2025-10-06
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,5.67,2025-10-06
Iron Crown ex | Holofoil,Special Illustration Rare,36.87,2025-10-06
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,43.92,2025-10-06
Iron Leaves ex | Holofoil,Hyper Rare,5.89,2025-10-06
Iron Valiant ex | Holofoil,Special Illustration Rare,48.93,2025-10-06
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,33.74,2025-10-06
Jolteon (Master Ball Pattern) | Holofoil,Rare,22.99,2025-10-06
Jolteon ex - 030/131 | Holofoil,Double Rare,2.62,2025-10-06
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,166.48,2025-10-06
Kieran - 174/131 | Holofoil,Special Illustration Rare,27.58,2025-10-06
Lacey - 175/131 | Holofoil,Special Illustration Rare,33.0,2025-10-06
Larvitar (Master Ball Pattern) | Holofoil,Common,2.68,2025-10-06
Leafeon (Master Ball Pattern) | Holofoil,Rare,25.35,2025-10-06
Leafeon ex - 006/131 | Holofoil,Double Rare,3.75,2025-10-06
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,276.83,2025-10-06
Lopunny (Master Ball Pattern) | Holofoil,Common,7.49,2025-10-06
Munkidori (Master Ball Pattern) | Holofoil,Rare,12.32,2025-10-06
Noctowl (Master Ball Pattern) | Holofoil,Rare,8.61,2025-10-06
Okidogi (Master Ball Pattern) | Holofoil,Rare,6.33,2025-10-06
Palafin ex | Holofoil,Special Illustration Rare,59.49,2025-10-06
Pecharunt ex | Holofoil,Special Illustration Rare,30.51,2025-10-06
Pikachu ex - 179/131 | Holofoil,Hyper Rare,54.3,2025-10-06
Pinsir (Master Ball Pattern) | Holofoil,Common,2.09,2025-10-06
Pupitar (Master Ball Pattern) | Holofoil,Common,7.28,2025-10-06
Raging Bolt ex | Holofoil,Special Illustration Rare,76.62,2025-10-06
Regigigas (Master Ball Pattern) | Holofoil,Uncommon,2.31,2025-10-06
Riolu (Master Ball Pattern) | Holofoil,Common,11.78,2025-10-06
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,9.85,2025-10-06
Roaring Moon ex | Holofoil,Special Illustration Rare,299.62,2025-10-06
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,28.89,2025-10-06
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,7.66,2025-10-06
Seaking (Master Ball Pattern) | Holofoil,Uncommon,2.26,2025-10-06
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,7.02,2025-10-06
Slowpoke (Master Ball Pattern) | Holofoil,Common,3.84,2025-10-06
Suicune (Master Ball Pattern) | Holofoil,Uncommon,14.48,2025-10-06
Sylveon (Master Ball Pattern) | Holofoil,Rare,31.63,2025-10-06
Sylveon ex - 041/131 | Holofoil,Double Rare,2.37,2025-10-06
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,385.78,2025-10-06
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,23.68,2025-10-06
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,8.54,2025-10-06
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,36.88,2025-10-06
Terapagos ex - 180/131 | Holofoil,Hyper Rare,9.74,2025-10-06
Umbreon (Master Ball Pattern) | Holofoil,Rare,84.31,2025-10-06
Umbreon (Poke Ball Pattern) | Holofoil,Rare,3.0,2025-10-06
Umbreon ex - 060/131 | Holofoil,Double Rare,4.82,2025-10-06
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,1141.97,2025-10-06
Vaporeon (Master Ball Pattern) | Holofoil,Rare,20.2,2025-10-06
Vaporeon ex - 023/131 | Holofoil,Double Rare,2.18,2025-10-06
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,198.33,2025-10-06
Walking Wake ex | Holofoil,Hyper Rare,6.58,2025-10-06
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,19.24,2025-10-06
Whimsicott (Master Ball Pattern) | Holofoil,Rare,9.89,2025-10-06
Amarys - 170/131 | Holofoil,Special Illustration Rare,21.39,2025-10-07
Applin (Master Ball Pattern) | Holofoil,Common,3.12,2025-10-07
Archaludon (Master Ball Pattern) | Holofoil,Rare,5.12,2025-10-07
Aromatisse (Master Ball Pattern) | Holofoil,Common,6.88,2025-10-07
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,8.09,2025-10-07
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,77.98,2025-10-07
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,4.91,2025-10-07
Budew (Master Ball Pattern) | Holofoil,Common,5.89,2025-10-07
Ceruledge ex | Holofoil,Special Illustration Rare,108.39,2025-10-07
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,17.45,2025-10-07
Crispin - 171/131 | Holofoil,Special Illustration Rare,33.74,2025-10-07
Dipplin (Master Ball Pattern) | Holofoil,Uncommon,2.08,2025-10-07
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,90.55,2025-10-07
Drakloak (Master Ball Pattern) | Holofoil,Common,4.83,2025-10-07
Drayton | Holofoil,Special Illustration Rare,22.02,2025-10-07
Dreepy (Master Ball Pattern) | Holofoil,Common,4.49,2025-10-07
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.34,2025-10-07
Duraludon (Master Ball Pattern) | Holofoil,Common,2.14,2025-10-07
Dusclops (Master Ball Pattern) | Holofoil,Common,2.27,2025-10-07
Dusknoir (Master Ball Pattern) | Holofoil,Rare,9.11,2025-10-07
Duskull (Master Ball Pattern) | Holofoil,Common,2.64,2025-10-07
Eevee (Master Ball Pattern) | Holofoil,Common,9.99,2025-10-07
Eevee ex - 075/131 | Holofoil,Double Rare,3.89,2025-10-07
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,118.43,2025-10-07
Espeon (Master Ball Pattern) | Holofoil,Rare,22.47,2025-10-07
Espeon ex - 034/131 | Holofoil,Double Rare,2.04,2025-10-07
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,236.02,2025-10-07
Exeggcute (Master Ball Pattern) | Holofoil,Common,2.44,2025-10-07
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,11.09,2025-10-07
Fan Rotom (Master Ball Pattern) | Holofoil,Common,3.07,2025-10-07
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,8.17,2025-10-07
Flareon (Master Ball Pattern) | Holofoil,Rare,23.67,2025-10-07
Flareon ex - 014/131 | Holofoil,Double Rare,4.94,2025-10-07
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,172.17,2025-10-07
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,9.78,2025-10-07
Furfrou (Master Ball Pattern) | Holofoil,Common,6.13,2025-10-07
Gholdengo ex | Holofoil,Special Illustration Rare,69.57,2025-10-07
Glaceon (Master Ball Pattern) | Holofoil,Rare,21.05,2025-10-07
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,188.16,2025-10-07
Goldeen (Master Ball Pattern) | Holofoil,Common,2.2,2025-10-07
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,5.54,2025-10-07
Groudon (Master Ball Pattern) | Holofoil,Rare,9.16,2025-10-07
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,21.41,2025-10-07
Hippowdon (Master Ball Pattern) | Holofoil,Common,5.47,2025-10-07
Hoothoot (Master Ball Pattern) | Holofoil,Common,2.35,2025-10-07
Houndoom (Master Ball Pattern) | Holofoil,Common,9.29,2025-10-07
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,5.65,2025-10-07
Iron Crown ex | Holofoil,Special Illustration Rare,36.59,2025-10-07
