productId,lowPrice,midPrice,highPrice,market_price,directLowPrice,subTypeName,card_name,pulled_at
598488,1200.0,1200.0,1200.0,530.0,,Normal,Prismatic Evolutions  Binder Collection Case,2026-08-20 12:22:25.653359
598489,600.0,604.99,923.99,462.63,,Normal,Prismatic Evolutions Tech Sticker Collection Case,2026-08-20 12:22:25.653359
598490,126.44,139.99,900.0,124.55,,Normal,Prismatic Evolutions Tech Sticker Collection [Set of 3],2026-08-20 12:22:25.653359
600518,78.76,100.0,4999.99,89.92,,Normal,Prismatic Evolutions Booster Bundle,2026-08-20 12:22:25.653359
600697,2659.99,3849.89,20000.0,2681.42,,Normal,Prismatic Evolutions Pokemon Center Elite Trainer Box (Exclusive) Case,2026-08-20 12:22:25.653359
606881,50.45,88.1,1499.99,77.95,,Normal,Prismatic Evolutions Accessory Pouch Special Collection,2026-08-20 12:22:25.653359
609716,34.44,38.05,499.99,37.31,,Normal,Prismatic Evolutions 2-Pack Blister [Eevee],2026-08-20 12:22:25.653359
610317,1799.99,2049.95,3669.69,1724.93,,Normal,Prismatic Evolutions Booster Bundle Display,2026-08-20 12:22:25.653359
610356,0.01,0.15,999.0,0.03,0.01,Normal,Exeggcute,2026-08-20 12:22:25.653359
610356,0.01,0.19,999.0,0.13,0.01,Reverse Holofoil,Exeggcute,2026-08-20 12:22:25.653359
610357,0.01,0.15,999.0,0.03,0.01,Normal,Exeggutor,2026-08-20 12:22:25.653359
610357,0.03,0.24,999.0,0.25,0.1,Reverse Holofoil,Exeggutor,2026-08-20 12:22:25.653359
610358,0.01,0.18,999.0,0.1,0.01,Reverse Holofoil,Pinsir,2026-08-20 12:22:25.653359
610358,0.01,0.15,999.0,0.04,0.01,Normal,Pinsir,2026-08-20 12:22:25.653359
610359,0.01,0.26,999.0,0.2,0.1,Reverse Holofoil,Budew,2026-08-20 12:22:25.653359
610359,0.01,0.25,999.0,0.25,0.1,Normal,Budew,2026-08-20 12:22:25.653359
610360,0.01,0.4,999.0,0.37,0.4,Reverse Holofoil,Leafeon,2026-08-20 12:22:25.653359
610360,0.01,0.33,999.0,0.33,0.38,Holofoil,Leafeon,2026-08-20 12:22:25.653359
610361,3.0,4.96,999.0,4.7,8.2,Holofoil,Leafeon ex - 006/131,2026-08-20 12:22:25.653359
610362,0.01,0.15,999.0,0.05,0.01,Normal,Cottonee,2026-08-20 12:22:25.653359
610362,0.01,0.2,999.0,0.15,0.1,Reverse Holofoil,Cottonee,2026-08-20 12:22:25.653359
610363,0.01,0.17,999.0,0.11,0.01,Holofoil,Whimsicott,2026-08-20 12:22:25.653359
610363,0.02,0.22,999.0,0.23,0.11,Reverse Holofoil,Whimsicott,2026-08-20 12:22:25.653359
610364,0.01,0.15,999.0,0.05,0.01,Normal,Applin,2026-08-20 12:22:25.653359
610364,0.01,0.2,999.0,0.2,0.1,Reverse Holofoil,Applin,2026-08-20 12:22:25.653359
610365,0.04,0.26,999.0,0.3,0.25,Reverse Holofoil,Dipplin,2026-08-20 12:22:25.653359
610365,0.01,0.19,999.0,0.15,0.1,Normal,Dipplin,2026-08-20 12:22:25.653359
610366,0.4,1.0,999.0,0.83,1.25,Holofoil,Hydrapple ex,2026-08-20 12:22:25.653359
610367,1.1,3.0,9992.22,2.75,3.57,Holofoil,Teal Mask Ogerpon ex - 012/131,2026-08-20 12:22:25.653359
610368,0.01,0.31,999.0,0.27,0.31,Holofoil,Flareon,2026-08-20 12:22:25.653359
610368,0.04,0.41,999.0,0.39,0.4,Reverse Holofoil,Flareon,2026-08-20 12:22:25.653359
610369,3.22,5.21,999.0,4.31,7.97,Holofoil,Flareon ex - 014/131,2026-08-20 12:22:25.653359
610370,0.01,0.19,999.0,0.11,0.01,Reverse Holofoil,Litleo,2026-08-20 12:22:25.653359
610370,0.01,0.15,999.0,0.04,0.01,Normal,Litleo,2026-08-20 12:22:25.653359
610371,0.01,0.2,999.0,0.2,0.1,Reverse Holofoil,Pyroar,2026-08-20 12:22:25.653359
610371,0.01,0.15,999.0,0.05,0.01,Normal,Pyroar,2026-08-20 12:22:25.653359
610372,0.4,0.85,9999.0,0.63,,Holofoil,Hearthflame Mask Ogerpon ex - 017/131,2026-08-20 12:22:25.653359
610373,0.01,0.22,999.0,0.2,0.1,Reverse Holofoil,Slowpoke,2026-08-20 12:22:25.653359
610373,0.01,0.15,999.0,0.12,0.01,Normal,Slowpoke,2026-08-20 12:22:25.653359
610374,0.04,0.25,999.0,0.28,0.15,Reverse Holofoil,Slowking,2026-08-20 12:22:25.653359
610374,0.01,0.18,999.0,0.17,0.01,Normal,Slowking,2026-08-20 12:22:25.653359
610375,0.01,0.22,999.0,0.23,0.1,Reverse Holofoil,Goldeen,2026-08-20 12:22:25.653359
610375,0.01,0.15,999.0,0.14,0.01,Normal,Goldeen,2026-08-20 12:22:25.653359
610376,0.04,0.25,999.0,0.24,0.24,Reverse Holofoil,Seaking,2026-08-20 12:22:25.653359
610376,0.01,0.19,999.0,0.19,0.1,Normal,Seaking,2026-08-20 12:22:25.653359
610377,0.04,0.35,999.0,0.33,,Holofoil,Vaporeon,2026-08-20 12:22:25.653359
610377,0.09,0.4,999.0,0.4,0.44,Reverse Holofoil,Vaporeon,2026-08-20 12:22:25.653359
610378,2.19,3.5,999.0,3.56,2.31,Holofoil,Vaporeon ex - 023/131,2026-08-20 12:22:25.653359
610379,0.02,0.25,999.0,0.25,0.1,Reverse Holofoil,Suicune,2026-08-20 12:22:25.653359
610379,0.01,0.15,999.0,0.1,0.01,Normal,Suicune,2026-08-20 12:22:25.653359
610380,0.01,0.36,999.0,0.34,0.39,Holofoil,Glaceon,2026-08-20 12:22:25.653359
610380,0.09,0.37,999.0,0.32,,Reverse Holofoil,Glaceon,2026-08-20 12:22:25.653359
610381,1.5,2.82,9999.0,2.57,,Holofoil,Glaceon ex - 026/131,2026-08-20 12:22:25.653359
610382,0.5,0.98,999.0,0.94,,Holofoil,Wellspring Mask Ogerpon ex - 027/131,2026-08-20 12:22:25.653359
610383,1.41,2.92,999.0,2.66,4.04,Holofoil,Pikachu ex - 028/131,2026-08-20 12:22:25.653359
610384,0.09,0.35,999.0,0.31,0.35,Holofoil,Jolteon,2026-08-20 12:22:25.653359
610384,0.1,0.4,999.0,0.41,0.43,Reverse Holofoil,Jolteon,2026-08-20 12:22:25.653359
610385,2.45,4.49,999.0,4.13,6.3,Holofoil,Jolteon ex - 030/131,2026-08-20 12:22:25.653359
610386,0.3,0.81,999.0,0.61,0.99,Holofoil,Iron Hands ex - 031/131,2026-08-20 12:22:25.653359
610387,0.39,0.87,999.0,0.79,0.99,Holofoil,Iron Thorns ex,2026-08-20 12:22:25.653359
610388,0.15,0.5,999.0,0.46,,Reverse Holofoil,Espeon,2026-08-20 12:22:25.653359
610388,0.1,0.41,999.0,0.4,,Holofoil,Espeon,2026-08-20 12:22:25.653359
610389,2.04,4.25,999.0,4.04,6.98,Holofoil,Espeon ex - 034/131,2026-08-20 12:22:25.653359
610390,0.01,0.2,999.0,0.16,0.1,Normal,Duskull,2026-08-20 12:22:25.653359
610390,0.01,0.26,999.0,0.27,0.25,Reverse Holofoil,Duskull,2026-08-20 12:22:25.653359
610391,0.01,0.25,999.0,0.25,0.25,Reverse Holofoil,Dusclops,2026-08-20 12:22:25.653359
610391,0.01,0.2,999.0,0.19,0.1,Normal,Dusclops,2026-08-20 12:22:25.653359
610392,0.03,0.28,999.0,0.26,0.3,Reverse Holofoil,Dusknoir,2026-08-20 12:22:25.653359
610392,0.04,0.25,999.0,0.22,0.22,Holofoil,Dusknoir,2026-08-20 12:22:25.653359
610393,0.01,0.2,999.0,0.17,0.08,Reverse Holofoil,Spritzee,2026-08-20 12:22:25.653359
610393,0.01,0.15,999.0,0.05,0.01,Normal,Spritzee,2026-08-20 12:22:25.653359
610394,0.03,0.21,999.0,0.18,0.04,Reverse Holofoil,Aromatisse,2026-08-20 12:22:25.653359
610394,0.01,0.15,999.0,0.06,0.01,Normal,Aromatisse,2026-08-20 12:22:25.653359
610395,0.1,0.4,999.0,0.4,0.41,Holofoil,Sylveon,2026-08-20 12:22:25.653359
610395,0.1,0.47,999.0,0.38,0.6,Reverse Holofoil,Sylveon,2026-08-20 12:22:25.653359
610396,1.9,3.19,9999.0,3.0,,Holofoil,Sylveon ex - 041/131,2026-08-20 12:22:25.653359
610397,0.01,0.15,999.0,0.1,0.01,Normal,Scream Tail,2026-08-20 12:22:25.653359
610397,0.01,0.25,999.0,0.26,0.15,Reverse Holofoil,Scream Tail,2026-08-20 12:22:25.653359
610398,0.01,0.18,999.0,0.14,0.01,Holofoil,Flutter Mane,2026-08-20 12:22:25.653359
610398,0.01,0.21,999.0,0.19,0.01,Reverse Holofoil,Flutter Mane,2026-08-20 12:22:25.653359
610399,0.1,0.37,999.0,0.37,0.32,Reverse Holofoil,Munkidori,2026-08-20 12:22:25.653359
610399,0.05,0.3,999.0,0.3,0.27,Holofoil,Munkidori,2026-08-20 12:22:25.653359
610400,0.01,0.18,999.0,0.1,0.01,Holofoil,Fezandipiti,2026-08-20 12:22:25.653359
610400,0.01,0.2,999.0,0.2,0.1,Reverse Holofoil,Fezandipiti,2026-08-20 12:22:25.653359
610401,0.05,0.21,999.0,0.2,0.1,Reverse Holofoil,Iron Boulder,2026-08-20 12:22:25.653359
610401,0.01,0.18,999.0,0.14,0.09,Holofoil,Iron Boulder,2026-08-20 12:22:25.653359
610402,0.01,0.15,999.0,0.1,0.01,Normal,Larvitar,2026-08-20 12:22:25.653359
610402,0.01,0.2,999.0,0.19,0.01,Reverse Holofoil,Larvitar,2026-08-20 12:22:25.653359
610403,0.02,0.2,999.0,0.17,0.02,Reverse Holofoil,Pupitar,2026-08-20 12:22:25.653359
610403,0.01,0.15,999.0,0.05,0.01,Normal,Pupitar,2026-08-20 12:22:25.653359
610404,0.01,0.23,999.0,0.23,0.1,Reverse Holofoil,Groudon,2026-08-20 12:22:25.653359
610404,0.01,0.17,999.0,0.1,0.01,Holofoil,Groudon,2026-08-20 12:22:25.653359
610405,0.01,0.25,999.0,0.27,0.15,Reverse Holofoil,Riolu,2026-08-20 12:22:25.653359
610405,0.01,0.19,999.0,0.19,0.1,Normal,Riolu,2026-08-20 12:22:25.653359
610406,0.39,0.9,999.0,0.82,1.2,Holofoil,Lucario ex,2026-08-20 12:22:25.653359
610407,0.01,0.15,999.0,0.06,0.01,Normal,Hippopotas,2026-08-20 12:22:25.653359
610407,0.01,0.16,999.0,0.06,0.01,Reverse Holofoil,Hippopotas,2026-08-20 12:22:25.653359
610408,0.01,0.2,999.0,0.19,0.04,Reverse Holofoil,Hippowdon,2026-08-20 12:22:25.653359
610408,0.01,0.15,999.0,0.06,0.01,Normal,Hippowdon,2026-08-20 12:22:25.653359
610409,0.01,0.2,999.0,0.19,0.1,Holofoil,Bloodmoon Ursaluna,2026-08-20 12:22:25.653359
610409,0.03,0.23,999.0,0.23,0.15,Reverse Holofoil,Bloodmoon Ursaluna,2026-08-20 12:22:25.653359
610410,0.03,0.2,999.0,0.19,0.1,Reverse Holofoil,Great Tusk,2026-08-20 12:22:25.653359
610410,0.01,0.15,999.0,0.06,0.01,Normal,Great Tusk,2026-08-20 12:22:25.653359
610411,0.35,0.8,999.0,0.54,,Holofoil,Sandy Shocks ex - 056/131,2026-08-20 12:22:25.653359
610412,0.01,0.17,999.0,0.06,0.01,Holofoil,Okidogi,2026-08-20 12:22:25.653359
610412,0.01,0.21,999.0,0.2,0.1,Reverse Holofoil,Okidogi,2026-08-20 12:22:25.653359
610413,0.5,1.0,999.0,1.0,0.85,Holofoil,Cornerstone Mask Ogerpon ex - 058/131,2026-08-20 12:22:25.653359
610414,0.05,0.52,999.0,0.67,0.9,Holofoil,Umbreon,2026-08-20 12:22:25.653359
610414,0.25,0.6,999.0,0.53,,Reverse Holofoil,Umbreon,2026-08-20 12:22:25.653359
610415,5.0,8.38,5000.0,7.73,14.72,Holofoil,Umbreon ex - 060/131,2026-08-20 12:22:25.653359
610416,0.01,0.15,999.0,0.05,0.01,Normal,Sneasel,2026-08-20 12:22:25.653359
610416,0.03,0.2,999.0,0.21,0.05,Reverse Holofoil,Sneasel,2026-08-20 12:22:25.653359
610417,0.01,0.2,999.0,0.2,0.1,Reverse Holofoil,Houndour,2026-08-20 12:22:25.653359
610417,0.01,0.15,999.0,0.14,0.01,Normal,Houndour,2026-08-20 12:22:25.653359
610418,0.01,0.15,999.0,0.08,0.01,Normal,Houndoom,2026-08-20 12:22:25.653359
610418,0.05,0.22,999.0,0.19,0.07,Reverse Holofoil,Houndoom,2026-08-20 12:22:25.653359
610419,0.35,0.83,999.0,0.71,0.99,Holofoil,Tyranitar ex,2026-08-20 12:22:25.653359
610420,0.03,0.23,999.0,0.23,0.14,Reverse Holofoil,Roaring Moon,2026-08-20 12:22:25.653359
610420,0.01,0.2,999.0,0.17,0.1,Holofoil,Roaring Moon,2026-08-20 12:22:25.653359
610421,0.01,0.18,999.0,0.13,0.01,Reverse Holofoil,Bronzor,2026-08-20 12:22:25.653359
610421,0.01,0.15,999.0,0.04,0.01,Normal,Bronzor,2026-08-20 12:22:25.653359
610422,0.01,0.15,999.0,0.04,0.01,Normal,Bronzong,2026-08-20 12:22:25.653359
610422,0.03,0.2,999.0,0.19,0.1,Reverse Holofoil,Bronzong,2026-08-20 12:22:25.653359
610423,0.02,0.2,999.0,0.15,0.1,Reverse Holofoil,Heatran,2026-08-20 12:22:25.653359
610423,0.01,0.15,999.0,0.06,0.01,Normal,Heatran,2026-08-20 12:22:25.653359
610424,0.02,0.2,999.0,0.21,0.1,Reverse Holofoil,Duraludon,2026-08-20 12:22:25.653359
610424,0.01,0.15,999.0,0.07,0.01,Normal,Duraludon,2026-08-20 12:22:25.653359
610425,0.01,0.15,999.0,0.09,0.01,Holofoil,Archaludon,2026-08-20 12:22:25.653359
610425,0.01,0.2,999.0,0.12,0.1,Reverse Holofoil,Archaludon,2026-08-20 12:22:25.653359
610426,0.01,0.26,999.0,0.27,0.2,Reverse Holofoil,Dreepy,2026-08-20 12:22:25.653359
610426,0.01,0.23,999.0,0.27,0.1,Normal,Dreepy,2026-08-20 12:22:25.653359
610427,0.01,0.25,999.0,0.21,0.1,Reverse Holofoil,Drakloak,2026-08-20 12:22:25.653359
610427,0.01,0.22,999.0,0.23,0.1,Normal,Drakloak,2026-08-20 12:22:25.653359
610428,0.6,1.37,9999.0,1.22,2.75,Holofoil,Dragapult ex - 073/131,2026-08-20 12:22:25.653359
610429,0.03,0.31,999.0,0.27,0.36,Reverse Holofoil,Eevee,2026-08-20 12:22:25.653359
610429,0.01,0.25,999.0,0.26,0.1,Normal,Eevee,2026-08-20 12:22:25.653359
610430,3.6,6.4,999.0,5.86,11.97,Holofoil,Eevee ex - 075/131,2026-08-20 12:22:25.653359
610431,1.0,1.73,999.0,2.07,,Holofoil,Snorlax ex,2026-08-20 12:22:25.653359
610432,0.01,0.2,999.0,0.19,0.01,Reverse Holofoil,Hoothoot,2026-08-20 12:22:25.653359
610432,0.01,0.15,999.0,0.09,0.01,Normal,Hoothoot,2026-08-20 12:22:25.653359
610433,0.04,0.25,999.0,0.24,0.22,Reverse Holofoil,Noctowl,2026-08-20 12:22:25.653359
610433,0.01,0.2,999.0,0.15,0.15,Holofoil,Noctowl,2026-08-20 12:22:25.653359
610434,0.01,0.2,999.0,0.18,0.17,Normal,Dunsparce,2026-08-20 12:22:25.653359
610434,0.01,0.24,999.0,0.21,0.21,Reverse Holofoil,Dunsparce,2026-08-20 12:22:25.653359
610435,0.19,0.57,999.0,0.51,,Reverse Holofoil,Dudunsparce,2026-08-20 12:22:25.653359
610435,0.17,0.56,999.0,0.49,,Holofoil,Dudunsparce,2026-08-20 12:22:25.653359
610436,0.05,0.2,999.0,0.2,0.1,Reverse Holofoil,Miltank,2026-08-20 12:22:25.653359
610436,0.01,0.15,999.0,0.1,0.01,Normal,Miltank,2026-08-20 12:22:25.653359
610437,0.5,1.54,999.0,1.52,2.38,Holofoil,Lugia ex,2026-08-20 12:22:25.653359
610438,0.01,0.15,999.0,0.09,0.01,Normal,Buneary,2026-08-20 12:22:25.653359
610438,0.01,0.2,999.0,0.16,0.01,Reverse Holofoil,Buneary,2026-08-20 12:22:25.653359
610439,0.01,0.22,999.0,0.2,0.1,Reverse Holofoil,Lopunny,2026-08-20 12:22:25.653359
610439,0.01,0.15,999.0,0.06,0.01,Normal,Lopunny,2026-08-20 12:22:25.653359
610440,0.01,0.19,999.0,0.15,0.01,Normal,Fan Rotom,2026-08-20 12:22:25.653359
610440,0.01,0.25,999.0,0.23,0.1,Reverse Holofoil,Fan Rotom,2026-08-20 12:22:25.653359
610441,0.01,0.25,999.0,0.24,0.15,Reverse Holofoil,Regigigas,2026-08-20 12:22:25.653359
610441,0.01,0.15,999.0,0.12,0.01,Normal,Regigigas,2026-08-20 12:22:25.653359
610442,0.02,0.21,999.0,0.2,0.1,Reverse Holofoil,Shaymin,2026-08-20 12:22:25.653359
610442,0.01,0.15,999.0,0.06,0.01,Normal,Shaymin,2026-08-20 12:22:25.653359
610443,0.03,0.2,999.0,0.14,0.1,Reverse Holofoil,Furfrou,2026-08-20 12:22:25.653359
610443,0.01,0.15,999.0,0.03,0.01,Normal,Furfrou,2026-08-20 12:22:25.653359
610444,0.01,0.2,999.0,0.21,0.1,Reverse Holofoil,Hawlucha,2026-08-20 12:22:25.653359
610444,0.01,0.15,999.0,0.06,0.01,Normal,Hawlucha,2026-08-20 12:22:25.653359
610445,0.01,0.15,999.0,0.06,0.01,Normal,Noibat,2026-08-20 12:22:25.653359
610445,0.01,0.2,999.0,0.18,0.1,Reverse Holofoil,Noibat,2026-08-20 12:22:25.653359
610446,0.25,0.85,999.0,0.77,1.0,Holofoil,Noivern ex,2026-08-20 12:22:25.653359
610447,0.43,0.89,999.0,0.78,0.75,Holofoil,Terapagos ex - 092/131,2026-08-20 12:22:25.653359
610448,0.01,0.15,999.0,0.04,0.01,Normal,Amarys - 093/131,2026-08-20 12:22:25.653359
610448,0.01,0.2,999.0,0.18,0.01,Reverse Holofoil,Amarys - 093/131,2026-08-20 12:22:25.653359
610449,0.01,0.2,999.0,0.16,0.1,Normal,Area Zero Underdepths,2026-08-20 12:22:25.653359
610449,0.01,0.27,999.0,0.27,0.25,Reverse Holofoil,Area Zero Underdepths,2026-08-20 12:22:25.653359
610450,0.01,0.25,999.0,0.26,0.22,Reverse Holofoil,Binding Mochi,2026-08-20 12:22:25.653359
610450,0.01,0.22,999.0,0.23,0.1,Normal,Binding Mochi,2026-08-20 12:22:25.653359
610451,0.01,0.2,999.0,0.16,0.02,Reverse Holofoil,Black Belt's Training - 096/131,2026-08-20 12:22:25.653359
610451,0.01,0.15,999.0,0.1,0.01,Normal,Black Belt's Training - 096/131,2026-08-20 12:22:25.653359
610452,0.01,0.15,999.0,0.08,0.01,Normal,Black Belt's Training - 097/131,2026-08-20 12:22:25.653359
610452,0.01,0.2,999.0,0.1,0.1,Reverse Holofoil,Black Belt's Training - 097/131,2026-08-20 12:22:25.653359
610453,0.01,0.2,999.0,0.18,0.04,Reverse Holofoil,Black Belt's Training - 098/131,2026-08-20 12:22:25.653359
610453,0.01,0.15,999.0,0.06,0.01,Normal,Black Belt's Training - 098/131,2026-08-20 12:22:25.653359
610454,0.01,0.15,999.0,0.05,0.01,Normal,Black Belt's Training - 099/131,2026-08-20 12:22:25.653359
610454,0.01,0.2,999.0,0.18,0.01,Reverse Holofoil,Black Belt's Training - 099/131,2026-08-20 12:22:25.653359
610455,0.02,0.2,999.0,0.21,0.1,Reverse Holofoil,Briar,2026-08-20 12:22:25.653359
610455,0.01,0.18,999.0,0.18,0.01,Normal,Briar,2026-08-20 12:22:25.653359
610456,0.01,0.25,1000.0,0.22,0.19,Normal,Buddy-Buddy Poffin,2026-08-20 12:22:25.653359
610456,0.01,0.27,999.0,0.2,0.1,Reverse Holofoil,Buddy-Buddy Poffin,2026-08-20 12:22:25.653359
610457,0.01,0.25,999.0,0.24,0.2,Normal,Bug Catching Set,2026-08-20 12:22:25.653359
610457,0.05,0.28,999.0,0.29,0.27,Reverse Holofoil,Bug Catching Set,2026-08-20 12:22:25.653359
610458,0.03,0.23,999.0,0.19,,Reverse Holofoil,Carmine,2026-08-20 12:22:25.653359
610458,0.01,0.22,999.0,0.22,0.1,Normal,Carmine,2026-08-20 12:22:25.653359
610459,0.01,0.25,999.0,0.23,0.1,Reverse Holofoil,Ciphermaniac's Codebreaking,2026-08-20 12:22:25.653359
610459,0.01,0.2,999.0,0.2,0.1,Normal,Ciphermaniac's Codebreaking,2026-08-20 12:22:25.653359
610460,0.03,0.28,999.0,0.26,0.3,Reverse Holofoil,Crispin - 105/131,2026-08-20 12:22:25.653359
610460,0.01,0.23,999.0,0.23,0.2,Normal,Crispin - 105/131,2026-08-20 12:22:25.653359
610461,0.01,0.25,999.0,0.25,0.23,Reverse Holofoil,Earthen Vessel,2026-08-20 12:22:25.653359
610461,0.01,0.2,999.0,0.21,0.1,Normal,Earthen Vessel,2026-08-20 12:22:25.653359
610462,0.01,0.22,999.0,0.2,0.1,Reverse Holofoil,Explorer's Guidance,2026-08-20 12:22:25.653359
610462,0.01,0.18,999.0,0.18,0.07,Normal,Explorer's Guidance,2026-08-20 12:22:25.653359
610463,0.01,0.18,999.0,0.18,0.1,Normal,Festival Grounds,2026-08-20 12:22:25.653359
610463,0.01,0.23,999.0,0.22,0.1,Reverse Holofoil,Festival Grounds,2026-08-20 12:22:25.653359
610464,0.01,0.15,999.0,0.11,0.01,Normal,Friends in Paldea - 109/131,2026-08-20 12:22:25.653359
610464,0.02,0.2,999.0,0.17,0.1,Reverse Holofoil,Friends in Paldea - 109/131,2026-08-20 12:22:25.653359
610465,0.01,0.15,999.0,0.13,0.01,Normal,Glass Trumpet,2026-08-20 12:22:25.653359
610465,0.01,0.2,999.0,0.16,0.1,Reverse Holofoil,Glass Trumpet,2026-08-20 12:22:25.653359
610466,0.01,0.15,999.0,0.04,0.01,Normal,Haban Berry,2026-08-20 12:22:25.653359
610466,0.01,0.2,999.0,0.17,0.01,Reverse Holofoil,Haban Berry,2026-08-20 12:22:25.653359
610467,0.04,0.25,999.0,0.26,0.22,Reverse Holofoil,Janine's Secret Art - 112/131,2026-08-20 12:22:25.653359
610467,0.01,0.2,999.0,0.18,0.1,Normal,Janine's Secret Art - 112/131,2026-08-20 12:22:25.653359
610468,0.01,0.2,999.0,0.21,0.08,Normal,Kieran - 113/131,2026-08-20 12:22:25.653359
610468,0.05,0.24,999.0,0.24,,Reverse Holofoil,Kieran - 113/131,2026-08-20 12:22:25.653359
610469,0.01,0.2,999.0,0.18,0.01,Reverse Holofoil,Lacey - 114/131,2026-08-20 12:22:25.653359
610469,0.01,0.15,999.0,0.05,0.01,Normal,Lacey - 114/131,2026-08-20 12:22:25.653359
610470,0.01,0.22,999.0,0.19,0.19,Reverse Holofoil,Larry's Skill - 115/131,2026-08-20 12:22:25.653359
610470,0.01,0.17,999.0,0.11,0.01,Normal,Larry's Skill - 115/131,2026-08-20 12:22:25.653359
610471,0.23,0.8,999.0,0.74,0.5,Holofoil,Max Rod,2026-08-20 12:22:25.653359
610472,0.01,0.65,999.0,0.54,,Holofoil,Maximum Belt,2026-08-20 12:22:25.653359
610473,0.01,0.2,999.0,0.18,0.1,Reverse Holofoil,Ogre's Mask,2026-08-20 12:22:25.653359
610473,0.01,0.15,999.0,0.08,0.01,Normal,Ogre's Mask,2026-08-20 12:22:25.653359
610474,0.22,0.65,999.0,0.52,,Holofoil,Prime Catcher,2026-08-20 12:22:25.653359
610475,0.01,0.21,999.0,0.21,0.1,Reverse Holofoil,Professor Sada's Vitality,2026-08-20 12:22:25.653359
610475,0.01,0.15,999.0,0.06,0.01,Normal,Professor Sada's Vitality,2026-08-20 12:22:25.653359
610476,0.01,0.22,999.0,0.22,0.12,Reverse Holofoil,Professor Turo's Scenario,2026-08-20 12:22:25.653359
610476,0.01,0.15,999.0,0.14,0.01,Normal,Professor Turo's Scenario,2026-08-20 12:22:25.653359
610477,0.01,0.2,999.0,0.19,0.1,Reverse Holofoil,Professor's Research [Professor Oak],2026-08-20 12:22:25.653359
610477,0.01,0.15,999.0,0.1,0.01,Normal,Professor's Research [Professor Oak],2026-08-20 12:22:25.653359
610478,0.01,0.15,999.0,0.08,0.01,Normal,Professor's Research [Professor Elm],2026-08-20 12:22:25.653359
610478,0.01,0.2,999.0,0.17,0.1,Reverse Holofoil,Professor's Research [Professor Elm],2026-08-20 12:22:25.653359
610479,0.01,0.21,999.0,0.19,0.15,Reverse Holofoil,Professor's Research [Professor Rowan],2026-08-20 12:22:25.653359
610479,0.01,0.15,999.0,0.12,0.01,Normal,Professor's Research [Professor Rowan],2026-08-20 12:22:25.653359
610480,0.01,0.15,999.0,0.07,0.01,Normal,Professor's Research [Professor Sycamore],2026-08-20 12:22:25.653359
610480,0.01,0.2,999.0,0.14,0.1,Reverse Holofoil,Professor's Research [Professor Sycamore],2026-08-20 12:22:25.653359
