productId,lowPrice,midPrice,highPrice,market_price,directLowPrice,subTypeName,card_name
610496,0.19,0.75,999.0,0.6,,Holofoil,Ortega
610497,0.3,0.92,999.0,0.72,0.68,Holofoil,Raifort
610498,0.25,0.7,999.0,0.54,,Holofoil,Tyme
610499,274.84,343.78,2299.32,336.57,412.78,Holofoil,Leafeon ex - 144/131
610500,18.96,22.96,9999.0,20.3,20.87,Holofoil,Teal Mask Ogerpon ex - 145/131
610501,175.03,247.19,1595.1,221.96,261.99,Holofoil,Flareon ex - 146/131
610502,100.0,115.0,1021.0,102.77,,Holofoil,Ceruledge ex
610503,15.0,20.02,999.0,18.25,,Holofoil,Hearthflame Mask Ogerpon ex - 148/131
610504,240.0,315.03,2000.0,300.21,,Holofoil,Vaporeon ex - 149/131
610505,238.28,295.75,1965.14,279.12,299.0,Holofoil,Glaceon ex - 150/131
610506,40.0,47.7,9999.0,42.59,,Holofoil,Palafin ex
610507,14.5,18.36,999.0,17.21,19.99,Holofoil,Wellspring Mask Ogerpon ex - 152/131
610508,179.96,210.0,1463.1,197.86,,Holofoil,Jolteon ex - 153/131
610509,25.0,35.92,999.0,31.02,,Holofoil,Iron Hands ex - 154/131
610510,263.25,329.99,1499.99,319.64,,Holofoil,Espeon ex - 155/131
610511,399.99,545.0,3495.78,514.72,617.39,Holofoil,Sylveon ex - 156/131
610512,42.0,53.0,999.0,46.43,47.24,Holofoil,Iron Valiant ex
610513,28.78,38.86,999.0,36.22,39.22,Holofoil,Iron Crown ex
610514,24.0,28.0,999.0,25.96,,Holofoil,Sandy Shocks ex - 159/131
610515,10.0,16.05,999.0,13.06,,Holofoil,Cornerstone Mask Ogerpon ex - 160/131
610516,450.0,1639.0,5000.0,1452.39,,Holofoil,Umbreon ex - 161/131
610517,150.91,184.84,1529.1,169.85,,Holofoil,Roaring Moon ex
610518,27.99,32.0,999.0,29.94,,Holofoil,Pecharunt ex
610519,45.0,55.0,999.0,50.81,53.98,Holofoil,Gholdengo ex
610520,99.99,119.51,1609.9,108.43,,Holofoil,Dragapult ex - 165/131
610521,65.0,74.99,999.0,69.11,74.35,Holofoil,Raging Bolt ex
610522,145.9,204.11,3009.8,186.44,199.99,Holofoil,Eevee ex - 167/131
610523,60.0,70.0,999.0,64.01,,Holofoil,Bloodmoon Ursaluna ex
610524,27.95,37.93,999.0,32.38,,Holofoil,Terapagos ex - 169/131
610525,11.99,15.14,999.0,13.08,,Holofoil,Amarys - 170/131
610526,25.0,37.0,999.0,30.08,,Holofoil,Crispin - 171/131
610527,13.0,17.44,999.0,14.93,,Holofoil,Drayton
610528,23.0,29.0,9999.0,25.95,,Holofoil,Janine's Secret Art - 173/131
610529,15.0,21.19,999.0,18.96,,Holofoil,Kieran - 174/131
610530,20.0,28.38,999.0,26.07,,Holofoil,Lacey - 175/131
610531,4.45,6.99,999.0,7.37,34.34,Holofoil,Iron Leaves ex
610532,6.66,10.15,999.0,8.98,,Holofoil,Teal Mask Ogerpon ex - 177/131
610533,5.0,7.11,999.0,6.2,8.13,Holofoil,Walking Wake ex
610534,55.0,69.06,999.0,59.84,,Holofoil,Pikachu ex - 179/131
610535,8.0,11.5,999.0,10.79,15.59,Holofoil,Terapagos ex - 180/131
610536,0.09,0.35,999.0,0.31,0.4,Holofoil,Exeggcute (Poke Ball Pattern)
610537,0.05,0.4,999.0,0.4,0.49,Holofoil,Exeggutor (Poke Ball Pattern)
610538,0.15,0.38,999.0,0.37,0.4,Holofoil,Pinsir (Poke Ball Pattern)
610539,0.2,0.81,9999.0,0.8,2.97,Holofoil,Budew (Poke Ball Pattern)
610540,0.9,2.0,9999.0,1.77,2.18,Holofoil,Leafeon (Poke Ball Pattern)
610541,0.05,0.35,999.0,0.35,0.33,Holofoil,Cottonee (Poke Ball Pattern)
610542,0.05,0.39,999.0,0.38,0.4,Holofoil,Whimsicott (Poke Ball Pattern)
610543,0.14,0.44,999.0,0.4,0.5,Holofoil,Applin (Poke Ball Pattern)
610544,0.18,0.49,999.0,0.43,0.4,Holofoil,Dipplin (Poke Ball Pattern)
610545,0.89,1.62,999.0,1.44,,Holofoil,Flareon (Poke Ball Pattern)
610546,0.1,0.36,999.0,0.33,0.38,Holofoil,Litleo (Poke Ball Pattern)
610547,0.1,0.41,999.0,0.42,0.29,Holofoil,Pyroar (Poke Ball Pattern)
610548,0.14,0.6,999.0,0.55,0.55,Holofoil,Slowpoke (Poke Ball Pattern)
610549,0.15,0.44,999.0,0.4,0.2,Holofoil,Slowking (Poke Ball Pattern)
610550,0.09,0.44,999.0,0.38,0.4,Holofoil,Goldeen (Poke Ball Pattern)
610551,0.15,0.45,999.0,0.42,0.98,Holofoil,Seaking (Poke Ball Pattern)
610552,0.95,1.65,999.0,1.58,,Holofoil,Vaporeon (Poke Ball Pattern)
610553,0.1,0.54,999.0,0.54,,Holofoil,Suicune (Poke Ball Pattern)
610554,0.9,1.34,999.0,1.08,,Holofoil,Glaceon (Poke Ball Pattern)
610555,0.63,1.65,9999.0,1.48,,Holofoil,Jolteon (Poke Ball Pattern)
610557,0.96,2.0,999.0,1.9,2.77,Holofoil,Espeon (Poke Ball Pattern)
610558,0.37,0.94,999.0,0.93,3.24,Holofoil,Duskull (Poke Ball Pattern)
610559,0.23,0.49,999.0,0.43,0.55,Holofoil,Dusclops (Poke Ball Pattern)
610560,0.2,0.6,999.0,0.57,0.85,Holofoil,Dusknoir (Poke Ball Pattern)
610561,0.09,0.33,999.0,0.29,0.27,Holofoil,Spritzee (Poke Ball Pattern)
610562,0.1,0.36,999.0,0.33,0.3,Holofoil,Aromatisse (Poke Ball Pattern)
610563,1.5,2.95,999.0,2.82,9.98,Holofoil,Sylveon (Poke Ball Pattern)
610564,0.1,0.37,999.0,0.29,0.4,Holofoil,Scream Tail (Poke Ball Pattern)
610565,0.14,0.4,999.0,0.36,0.45,Holofoil,Flutter Mane (Poke Ball Pattern)
610566,0.09,0.75,9999.0,0.68,,Holofoil,Munkidori (Poke Ball Pattern)
610567,0.04,0.35,999.0,0.31,0.32,Holofoil,Fezandipiti (Poke Ball Pattern)
610568,0.07,0.32,999.0,0.3,0.1,Holofoil,Iron Boulder (Poke Ball Pattern)
610569,0.1,0.4,999.0,0.38,0.42,Holofoil,Larvitar (Poke Ball Pattern)
610570,0.1,0.36,999.0,0.34,0.3,Holofoil,Pupitar (Poke Ball Pattern)
610571,0.1,0.45,999.0,0.39,0.49,Holofoil,Groudon (Poke Ball Pattern)
610572,0.19,0.52,999.0,0.57,,Holofoil,Riolu (Poke Ball Pattern)
610573,0.08,0.31,999.0,0.27,0.28,Holofoil,Hippopotas (Poke Ball Pattern)
610574,0.1,0.36,999.0,0.34,0.27,Holofoil,Hippowdon (Poke Ball Pattern)
610575,0.15,0.41,1000.0,0.36,0.33,Holofoil,Bloodmoon Ursaluna (Poke Ball Pattern)
610576,0.08,0.34,999.0,0.28,,Holofoil,Great Tusk (Poke Ball Pattern)
610577,0.1,0.34,1000.0,0.31,,Holofoil,Okidogi (Poke Ball Pattern)
610578,2.75,4.52,999.0,4.07,4.52,Holofoil,Umbreon (Poke Ball Pattern)
610579,0.05,0.35,1023.81,0.33,0.28,Holofoil,Sneasel (Poke Ball Pattern)
610580,0.12,0.36,1000.0,0.31,0.4,Holofoil,Houndour (Poke Ball Pattern)
610581,0.09,0.42,999.0,0.37,0.42,Holofoil,Houndoom (Poke Ball Pattern)
610582,0.14,0.41,999.0,0.41,0.35,Holofoil,Roaring Moon (Poke Ball Pattern)
610583,0.02,0.3,999.0,0.25,0.24,Holofoil,Bronzor (Poke Ball Pattern)
610584,0.06,0.32,1000.0,0.31,0.26,Holofoil,Bronzong (Poke Ball Pattern)
610585,0.09,0.32,999.0,0.31,0.29,Holofoil,Heatran (Poke Ball Pattern)
610586,0.01,0.35,999.0,0.28,0.29,Holofoil,Duraludon (Poke Ball Pattern)
610587,0.07,0.33,999.0,0.27,0.28,Holofoil,Archaludon (Poke Ball Pattern)
610588,0.35,1.08,9999.0,1.09,1.1,Holofoil,Dreepy (Poke Ball Pattern)
610589,0.24,1.0,999.0,1.38,2.97,Holofoil,Drakloak (Poke Ball Pattern)
610590,0.75,1.79,9999.0,1.59,2.07,Holofoil,Eevee (Poke Ball Pattern)
610591,0.07,0.4,999.0,0.38,,Holofoil,Hoothoot (Poke Ball Pattern)
610592,0.12,0.42,999.0,0.35,,Holofoil,Noctowl (Poke Ball Pattern)
610593,0.1,0.49,999.0,0.42,0.5,Holofoil,Dunsparce (Poke Ball Pattern)
610594,0.5,1.1,999.0,1.1,5.24,Holofoil,Dudunsparce (Poke Ball Pattern)
610595,0.05,0.4,999.0,0.38,0.37,Holofoil,Miltank (Poke Ball Pattern)
610596,0.06,0.39,999.0,0.36,0.33,Holofoil,Buneary (Poke Ball Pattern)
610597,0.1,0.38,999.0,0.3,0.37,Holofoil,Lopunny (Poke Ball Pattern)
610598,0.1,0.43,999.0,0.36,0.34,Holofoil,Fan Rotom (Poke Ball Pattern)
610599,0.15,0.42,999.0,0.4,0.37,Holofoil,Regigigas (Poke Ball Pattern)
610600,0.09,0.36,999.0,0.34,,Holofoil,Shaymin (Poke Ball Pattern)
610601,0.06,0.34,999.0,0.32,0.28,Holofoil,Furfrou (Poke Ball Pattern)
610602,0.02,0.36,999.0,0.33,0.4,Holofoil,Hawlucha (Poke Ball Pattern)
610603,0.04,0.37,999.0,0.33,0.35,Holofoil,Noibat (Poke Ball Pattern)
610604,0.03,0.3,999.0,0.29,0.24,Holofoil,Amarys - 093/131 (Poke Ball Pattern)
610605,0.1,0.4,999.0,0.34,,Holofoil,Area Zero Underdepths (Poke Ball Pattern)
610606,0.09,0.39,999.0,0.34,,Holofoil,Binding Mochi (Poke Ball Pattern)
610607,0.09,0.35,999.0,0.32,0.33,Holofoil,Black Belt's Training - 096/131 (Poke Ball Pattern)
610608,0.01,0.32,999.0,0.28,0.27,Holofoil,Black Belt's Training - 097/131 (Poke Ball Pattern)
610609,0.01,0.33,999.0,0.27,0.34,Holofoil,Black Belt's Training - 098/131 (Poke Ball Pattern)
610610,0.05,0.35,999.0,0.32,0.25,Holofoil,Black Belt's Training - 099/131 (Poke Ball Pattern)
610611,0.05,0.33,999.0,0.29,0.29,Holofoil,Briar (Poke Ball Pattern)
610612,0.29,0.99,9999.0,1.03,,Holofoil,Buddy-Buddy Poffin (Poke Ball Pattern)
610613,1.19,2.39,999.0,2.42,,Holofoil,Bug Catching Set (Poke Ball Pattern)
610614,0.11,0.38,999.0,0.3,0.4,Holofoil,Carmine (Poke Ball Pattern)
610615,0.05,0.4,999.0,0.31,0.33,Holofoil,Ciphermaniac's Codebreaking (Poke Ball Pattern)
610616,0.13,0.61,999.0,0.49,,Holofoil,Crispin - 105/131 (Poke Ball Pattern)
610617,0.09,0.46,999.0,0.42,0.4,Holofoil,Earthen Vessel (Poke Ball Pattern)
610618,0.05,0.34,999.0,0.29,,Holofoil,Explorer's Guidance (Poke Ball Pattern)
610619,0.18,0.42,999.0,0.37,0.4,Holofoil,Festival Grounds (Poke Ball Pattern)
610620,0.05,0.34,999.0,0.32,0.29,Holofoil,Friends in Paldea - 109/131 (Poke Ball Pattern)
610621,0.02,0.31,999.0,0.26,0.29,Holofoil,Glass Trumpet (Poke Ball Pattern)
610622,0.01,0.3,999.0,0.31,0.28,Holofoil,Haban Berry (Poke Ball Pattern)
610623,0.1,0.37,999.0,0.35,,Holofoil,Janine's Secret Art - 112/131 (Poke Ball Pattern)
610624,0.13,0.39,999.0,0.35,0.28,Holofoil,Kieran - 113/131 (Poke Ball Pattern)
610625,0.06,0.34,9999.0,0.36,0.29,Holofoil,Lacey - 114/131 (Poke Ball Pattern)
610626,0.1,0.35,999.0,0.28,0.32,Holofoil,Larry's Skill - 115/131 (Poke Ball Pattern)
610627,0.09,0.33,1000.0,0.32,0.27,Holofoil,Ogre's Mask (Poke Ball Pattern)
610628,0.09,0.36,999.0,0.34,0.3,Holofoil,Professor Sada's Vitality (Poke Ball Pattern)
610629,0.04,0.38,999.0,0.39,0.28,Holofoil,Professor Turo's Scenario (Poke Ball Pattern)
610630,0.1,0.39,999.0,0.34,0.33,Holofoil,Professor's Research [Professor Oak] (Poke Ball Pattern)
610631,0.05,0.39,999.0,0.41,0.31,Holofoil,Professor's Research [Professor Elm] (Poke Ball Pattern)
610632,0.09,0.35,999.0,0.34,0.29,Holofoil,Professor's Research [Professor Rowan] (Poke Ball Pattern)
610633,0.06,0.34,999.0,0.3,0.3,Holofoil,Professor's Research [Professor Sycamore] (Poke Ball Pattern)
610634,0.09,0.33,999.0,0.31,0.3,Holofoil,Rescue Board (Poke Ball Pattern)
610635,0.05,0.42,999.0,0.36,0.4,Holofoil,Roto-Stick (Poke Ball Pattern)
610636,0.08,0.33,999.0,0.31,0.26,Holofoil,Techno Radar (Poke Ball Pattern)
610637,0.65,1.56,999.0,1.17,,Holofoil,Exeggcute (Master Ball Pattern)
610638,9.95,11.68,999.0,10.6,,Holofoil,Exeggutor (Master Ball Pattern)
610639,1.0,1.67,999.0,1.29,,Holofoil,Pinsir (Master Ball Pattern)
610640,2.49,3.81,999.0,3.41,,Holofoil,Budew (Master Ball Pattern)
610641,32.99,39.65,999.0,33.9,34.99,Holofoil,Leafeon (Master Ball Pattern)
610642,0.43,1.5,999.0,1.38,0.92,Holofoil,Cottonee (Master Ball Pattern)
610643,8.99,12.04,999.0,11.49,,Holofoil,Whimsicott (Master Ball Pattern)
610644,1.98,3.03,999.0,2.49,24.47,Holofoil,Applin (Master Ball Pattern)
610645,1.68,2.51,999.0,2.53,9.95,Holofoil,Dipplin (Master Ball Pattern)
610646,27.0,32.78,999.0,30.15,,Holofoil,Flareon (Master Ball Pattern)
610647,0.72,1.5,999.0,1.2,,Holofoil,Litleo (Master Ball Pattern)
610648,0.4,1.43,999.0,1.25,,Holofoil,Pyroar (Master Ball Pattern)
610649,6.52,8.35,999.0,7.32,8.38,Holofoil,Slowpoke (Master Ball Pattern)
610650,1.31,2.32,999.0,1.87,,Holofoil,Slowking (Master Ball Pattern)
610651,1.75,3.11,999.0,3.1,,Holofoil,Goldeen (Master Ball Pattern)
610652,1.0,3.34,999.0,3.15,5.28,Holofoil,Seaking (Master Ball Pattern)
610653,35.0,41.9,999.0,37.9,,Holofoil,Vaporeon (Master Ball Pattern)
610654,11.0,14.66,999.0,12.58,,Holofoil,Suicune (Master Ball Pattern)
610655,22.66,37.03,999.0,28.22,,Holofoil,Glaceon (Master Ball Pattern)
610656,31.0,34.02,9999.0,31.06,,Holofoil,Jolteon (Master Ball Pattern)
610658,25.0,31.5,999.0,27.37,,Holofoil,Espeon (Master Ball Pattern)
610659,1.69,2.91,999.0,2.53,,Holofoil,Duskull (Master Ball Pattern)
610660,1.5,2.25,999.0,2.03,,Holofoil,Dusclops (Master Ball Pattern)
610661,7.0,11.23,999.0,10.21,,Holofoil,Dusknoir (Master Ball Pattern)
